SKU,Category,Lead Time (days)
402044,WINE,16
402150,WINE,17
40300,WINE,21
40305,WINE,19
404195,WINE,15
40422,WINE,18
404314,WINE,21
405302,WINE,18
405426,WINE,17
405493,WINE,17
406040,WINE,19
406198,WINE,19
40633,WINE,18
407640,WINE,14
40826,WINE,16
408301,WINE,16
40833,WINE,14
408409,WINE,18
408492,WINE,14
408514,WINE,18
408573,WINE,20
40922,KEGS,17
409391,WINE,17
40962,WINE,19
41006,LIQUOR,18
41077,KEGS,15
41093,LIQUOR,19
41097,LIQUOR,11
41101,WINE,19
411353,WINE,17
41156,LIQUOR,19
41160,LIQUOR,13
411892,WINE,16
41227,KEGS,14
41289,BEER,7
41386,LIQUOR,10
414026,WINE,16
41482,WINE,21
414867,WINE,14
414948,WINE,21
414999,WINE,15
41509,LIQUOR,13
416037,WINE,14
416304,WINE,14
416657,WINE,17
417084,WINE,16
417211,WINE,19
417254,WINE,14
417346,WINE,21
417711,WINE,21
418080,WINE,21
41819,WINE,20
418242,WINE,17
418307,WINE,18
41925,LIQUOR,20
41932,LIQUOR,12
41935,BEER,7
41937,BEER,12
41939,BEER,11
41942,BEER,12
41944,KEGS,15
420093,WINE,14
420530,WINE,19
420956,WINE,19
42236,WINE,16
42293,WINE,17
42327,LIQUOR,15
423351,WINE,20
42363,WINE,21
424013,WINE,20
42405,LIQUOR,16
424617,WINE,18
424650,WINE,14
42566,WINE,15
425664,WINE,21
426598,WINE,21
427413,WINE,17
42751,WINE,21
427677,WINE,20
427685,WINE,14
427691,WINE,21
42773,WINE,19
42815,WINE,15
428177,WINE,15
428183,WINE,17
428282,WINE,21
428297,WINE,14
42837,WINE,16
42839,WINE,17
428469,WINE,20
42875,WINE,18
42884,WINE,18
42914,WINE,20
429174,WINE,15
383872,WINE,14
429452,WINE,21
42953,WINE,15
429769,WINE,16
42983,WINE,17
430351,WINE,19
43050,WINE,16
430587,WINE,14
43068,WINE,19
43095,LIQUOR,11
431001,WINE,17
431087,WINE,15
431290,WINE,14
431311,WINE,20
43192,LIQUOR,18
43350,LIQUOR,16
43361,WINE,19
433742,WINE,17
43464,WINE,14
384801,WINE,17
435538,WINE,19
43601,WINE,15
436674,WINE,20
43694,WINE,15
437480,WINE,21
437816,WINE,17
438251,WINE,17
438677,WINE,21
43879,WINE,18
43915,LIQUOR,10
44167,LIQUOR,14
44292,WINE,16
44335,LIQUOR,11
44344,WINE,17
44370,WINE,14
44559,WINE,21
44564,WINE,14
44586,WINE,18
44592,WINE,21
44715,WINE,17
44736,LIQUOR,18
44747,LIQUOR,13
44849,WINE,17
44864,WINE,15
44937,LIQUOR,14
45067,WINE,21
45081,WINE,19
45222,WINE,17
45243,WINE,20
45307,LIQUOR,19
45387,WINE,19
45412,WINE,21
45418,WINE,16
46141,WINE,18
46170,LIQUOR,19
46226,LIQUOR,15
46418,LIQUOR,15
46422,LIQUOR,15
46564,LIQUOR,10
46625,LIQUOR,16
46728,WINE,17
46738,WINE,20
4707,BEER,14
47127,LIQUOR,15
47280,LIQUOR,15
47388,LIQUOR,15
47412,LIQUOR,15
47421,LIQUOR,16
47439,WINE,15
47531,LIQUOR,16
47559,WINE,16
47697,WINE,19
47975,LIQUOR,20
48011,REF,7
48028,LIQUOR,19
48104,WINE,16
48155,WINE,14
48181,WINE,21
48221,WINE,14
48462,LIQUOR,14
48492,WINE,17
48605,WINE,14
48693,LIQUOR,11
48695,LIQUOR,19
48911,KEGS,19
48954,KEGS,18
48971,BEER,13
49310,WINE,17
49988,WINE,18
50010,BEER,11
50026,BEER,13
50143,KEGS,16
50189,BEER,11
50190,BEER,8
50191,BEER,9
50199,BEER,13
50255,BEER,9
50409,BEER,11
50410,BEER,11
50426,BEER,7
50468,WINE,20
50577,BEER,13
50590,BEER,11
50605,KEGS,18
50648,BEER,7
50662,BEER,11
50699,BEER,11
50716,BEER,10
50770,BEER,8
50783,BEER,9
50791,KEGS,17
50844,KEGS,14
50845,WINE,19
50846,WINE,14
50847,WINE,14
50855,BEER,12
50878,KEGS,21
50899,WINE,18
50929,BEER,13
50959,BEER,7
50987,KEGS,15
51018,BEER,13
51025,BEER,8
51031,BEER,8
51034,BEER,11
51037,KEGS,15
51059,BEER,13
51087,BEER,7
51101,LIQUOR,18
51152,WINE,20
51357,LIQUOR,11
51438,WINE,15
51721,WINE,14
52043,WINE,19
52108,WINE,17
52353,WINE,14
52612,WINE,20
52620,WINE,21
52914,WINE,14
109053,WINE,19
5347,BEER,12
54119,WINE,16
55409,WINE,20
55530,WINE,21
56436,BEER,12
56782,LIQUOR,11
57363,LIQUOR,10
58629,WINE,14
5886,BEER,8
59404,LIQUOR,16
60007,KEGS,15
60020,WINE,21
60041,KEGS,20
60042,BEER,9
60043,BEER,13
60049,KEGS,16
60050,KEGS,21
60068,BEER,13
60069,BEER,12
60078,KEGS,21
60088,BEER,10
60120,KEGS,21
60140,BEER,12
60163,WINE,17
60170,BEER,9
60174,BEER,13
60179,BEER,9
60188,KEGS,21
60193,KEGS,19
60233,WINE,16
60250,BEER,7
60263,WINE,17
60268,BEER,7
60272,KEGS,18
60292,BEER,9
60304,BEER,12
60381,BEER,10
60411,WINE,18
60456,BEER,14
60462,WINE,21
60537,KEGS,15
60538,KEGS,19
60560,KEGS,19
60590,BEER,10
60627,KEGS,15
60651,KEGS,20
60679,BEER,11
60735,WINE,19
60761,KEGS,21
60773,KEGS,19
60809,BEER,7
60813,KEGS,18
60832,BEER,10
60874,KEGS,16
60907,KEGS,19
60933,BEER,9
60948,BEER,12
60949,BEER,11
60962,WINE,14
60996,KEGS,18
356212,BEER,10
61036,KEGS,21
61045,KEGS,16
61050,WINE,19
61054,BEER,7
61071,WINE,15
61072,WINE,21
61092,WINE,14
61929,WINE,14
61958,BEER,12
61986,BEER,10
62007,KEGS,16
62011,BEER,10
6203,BEER,12
62065,WINE,15
62066,WINE,16
62088,BEER,10
62119,KEGS,16
62306,KEGS,14
62410,KEGS,20
62414,KEGS,17
62415,KEGS,18
62484,KEGS,16
62513,BEER,11
62527,BEER,7
62529,WINE,16
62547,KEGS,15
62565,BEER,14
62566,BEER,12
62567,BEER,7
62568,BEER,9
62570,BEER,11
62582,KEGS,19
62585,BEER,9
62597,BEER,12
62601,BEER,10
62602,BEER,10
62604,BEER,14
62605,BEER,10
62609,BEER,14
62610,BEER,13
62629,BEER,13
62656,KEGS,18
62674,KEGS,16
62684,KEGS,18
62690,BEER,11
62704,WINE,21
62705,WINE,21
62717,WINE,19
62744,KEGS,15
62754,BEER,9
62766,BEER,13
62776,WINE,14
62794,KEGS,18
62820,KEGS,15
62830,KEGS,19
62831,KEGS,20
62863,KEGS,20
62876,KEGS,21
62890,WINE,17
62900,BEER,9
62901,WINE,21
62929,BEER,12
62933,KEGS,16
62953,BEER,7
62956,BEER,11
62978,BEER,11
62981,KEGS,16
62991,BEER,11
62993,BEER,7
63010,BEER,13
63011,KEGS,20
63021,WINE,14
63022,WINE,14
63023,WINE,19
63063,BEER,13
63072,BEER,7
63073,BEER,8
63082,WINE,21
63092,WINE,18
63093,WINE,18
63127,BEER,10
63128,KEGS,21
63129,BEER,8
63130,BEER,13
63131,KEGS,16
63136,BEER,12
63137,KEGS,16
63138,KEGS,17
63139,BEER,14
63140,WINE,16
63141,KEGS,17
63142,WINE,15
63143,KEGS,18
63145,BEER,13
63148,KEGS,17
63150,KEGS,14
63151,KEGS,20
63153,BEER,8
63154,BEER,7
63155,BEER,9
63156,BEER,11
63157,BEER,8
63158,BEER,14
63159,BEER,12
63160,BEER,11
63161,BEER,14
63162,BEER,13
63163,BEER,8
63164,BEER,9
63165,BEER,10
63166,WINE,18
63167,WINE,20
63168,KEGS,14
63169,KEGS,16
63170,WINE,16
63171,WINE,21
63172,WINE,21
63173,WINE,17
63174,KEGS,20
63175,BEER,11
63176,BEER,10
63177,KEGS,20
63178,KEGS,21
63179,KEGS,17
63180,BEER,9
63181,BEER,10
63182,BEER,12
63184,BEER,11
63188,BEER,7
63190,BEER,9
63192,WINE,18
63193,WINE,16
63194,WINE,14
63195,KEGS,16
63196,BEER,10
63197,BEER,13
63199,BEER,11
63200,BEER,10
63201,BEER,12
63202,BEER,13
63203,KEGS,17
63204,BEER,7
63205,KEGS,15
63206,KEGS,16
63208,KEGS,16
63209,KEGS,20
63210,KEGS,15
63211,BEER,10
63212,BEER,8
63213,BEER,13
63214,BEER,9
63216,KEGS,17
63220,KEGS,15
63221,BEER,11
63222,BEER,13
63224,KEGS,20
63225,KEGS,18
63226,KEGS,15
63227,BEER,9
63228,BEER,10
63229,KEGS,17
63233,KEGS,17
63234,KEGS,16
63235,KEGS,16
63236,KEGS,14
63237,KEGS,16
63238,KEGS,21
63239,BEER,10
63241,BEER,10
63242,BEER,13
63243,KEGS,15
63244,BEER,13
63245,KEGS,17
63247,KEGS,16
63248,KEGS,16
63249,KEGS,18
63250,KEGS,16
63251,KEGS,14
63252,KEGS,20
63253,BEER,14
63254,BEER,12
63255,BEER,12
63256,BEER,10
63257,KEGS,19
63259,KEGS,14
63260,KEGS,20
63261,KEGS,19
63262,KEGS,18
63263,KEGS,14
63264,KEGS,16
63265,BEER,13
63267,KEGS,19
63269,WINE,15
63270,BEER,14
63271,KEGS,17
63280,KEGS,20
63281,KEGS,16
63283,KEGS,20
63285,KEGS,15
63287,KEGS,19
63294,BEER,7
63295,BEER,13
63296,BEER,10
63297,BEER,14
63298,BEER,8
63299,BEER,14
63300,BEER,11
63303,BEER,8
63304,BEER,11
63305,BEER,11
63306,BEER,11
63307,KEGS,16
63308,KEGS,15
63309,KEGS,16
63310,KEGS,14
63311,BEER,8
63312,BEER,13
63313,BEER,14
63314,BEER,9
63315,WINE,20
63316,WINE,18
63317,WINE,19
63318,WINE,15
63330,BEER,11
6335,BEER,8
64360,WINE,14
64408,WINE,19
64521,WINE,14
64939,WINE,15
65552,WINE,14
66125,WINE,18
66702,WINE,18
6696,BEER,14
67199,WINE,20
67563,WINE,18
70138,LIQUOR,14
70352,LIQUOR,17
70363,LIQUOR,17
70385,LIQUOR,20
70449,LIQUOR,16
70508,LIQUOR,18
70542,LIQUOR,16
70704,LIQUOR,12
70724,LIQUOR,19
70732,LIQUOR,18
70733,LIQUOR,12
70763,LIQUOR,12
70778,LIQUOR,13
70999,LIQUOR,17
71005,WINE,14
71102,WINE,20
71134,LIQUOR,10
71257,LIQUOR,10
71354,LIQUOR,20
71365,LIQUOR,17
71378,LIQUOR,16
71467,LIQUOR,14
71619,LIQUOR,16
71684,WINE,20
71972,LIQUOR,12
72030,LIQUOR,18
72035,LIQUOR,14
72289,LIQUOR,16
72339,LIQUOR,11
7242,BEER,10
72506,LIQUOR,20
72602,LIQUOR,13
72836,LIQUOR,10
73068,LIQUOR,17
73205,LIQUOR,14
73232,LIQUOR,20
73237,WINE,21
73294,LIQUOR,14
73349,LIQUOR,14
7340,BEER,13
73578,LIQUOR,18
73641,LIQUOR,17
73657,LIQUOR,15
73696,LIQUOR,10
74011,LIQUOR,20
74163,LIQUOR,20
74186,LIQUOR,16
74735,LIQUOR,19
74848,LIQUOR,10
74963,LIQUOR,13
74981,LIQUOR,20
75011,LIQUOR,19
75418,WINE,20
75506,LIQUOR,18
75696,LIQUOR,13
75906,WINE,16
76022,LIQUOR,19
76029,LIQUOR,18
76072,LIQUOR,18
76635,BEER,12
76821,WINE,18
76901,LIQUOR,19
77071,LIQUOR,15
77287,LIQUOR,13
77410,WINE,14
77501,LIQUOR,16
77724,BEER,9
77900,LIQUOR,20
78087,LIQUOR,20
78422,LIQUOR,18
79335,LIQUOR,13
79691,LIQUOR,12
79715,WINE,21
79768,LIQUOR,10
79936,WINE,17
80037,WINE,16
80041,WINE,20
80229,WINE,20
80256,WINE,15
80302,WINE,14
80335,WINE,15
80356,WINE,18
80456,WINE,15
80557,WINE,14
80620,WINE,17
80628,WINE,20
80672,WINE,20
80687,WINE,15
80763,WINE,18
80789,WINE,19
80838,WINE,20
80889,WINE,17
81308,WINE,20
81417,WINE,14
81420,WINE,21
81422,WINE,17
81424,WINE,18
81430,WINE,21
81432,WINE,19
81436,WINE,15
81445,WINE,14
81447,WINE,15
81500,WINE,17
81525,WINE,14
81691,WINE,16
82054,WINE,17
82112,WINE,20
82313,WINE,16
82324,WINE,16
82544,WINE,20
82614,WINE,16
82928,WINE,16
83357,WINE,19
83624,WINE,21
83804,WINE,19
83823,WINE,19
83837,WINE,16
83896,WINE,19
84190,WINE,17
84218,WINE,16
84362,WINE,21
84594,WINE,17
84615,WINE,20
84704,WINE,21
84723,WINE,19
84748,WINE,16
84812,WINE,20
85065,WINE,17
85766,WINE,19
85944,WINE,20
86112,WINE,15
86115,WINE,21
86469,WINE,15
86543,WINE,20
86616,WINE,21
86770,BEER,11
87990,WINE,16
88476,BEER,8
88503,BEER,14
88862,WINE,17
89435,WINE,20
89613,WINE,14
8974,KEGS,17
90360,BEER,14
90921,BEER,10
91561,BEER,8
91901,BEER,7
92142,BEER,9
92223,BEER,8
93017,BEER,7
93041,BEER,12
9334,BEER,10
93472,BEER,11
9377,BEER,9
9423,BEER,14
94943,BEER,10
95389,KEGS,15
96145,BEER,11
96830,BEER,9
97020,BEER,9
97103,KEGS,15
97121,KEGS,18
97497,BEER,12
98507,BEER,9
99031,BEER,8
99368,BEER,13
99449,KEGS,20
99662,BEER,13
99727,BEER,8
1008,BEER,8
101103,WINE,20
101486,WINE,19
101680,WINE,16
10242,LIQUOR,13
10274,LIQUOR,14
102784,WINE,19
104400,WINE,15
105031,WINE,21
105112,WINE,21
105422,WINE,15
10602,BEER,13
10672,LIQUOR,17
10715,BEER,10
108200,WINE,16
10852,LIQUOR,10
10855,LIQUOR,19
108804,WINE,20
109134,WINE,19
109142,WINE,17
10929,LIQUOR,14
10943,KEGS,19
10997,BEER,8
11008,KEGS,21
111627,WINE,17
11204,KEGS,19
112275,WINE,17
11365,KEGS,19
11494,BEER,7
11580,KEGS,19
116300,WINE,19
11793,KEGS,18
11821,KEGS,19
118990,WINE,20
11921,KEGS,21
11986,WINE,17
11994,KEGS,15
120073,WINE,19
120405,WINE,21
12150,WINE,20
121860,WINE,15
12194,KEGS,19
122955,WINE,15
12377,KEGS,20
12411,BEER,8
12470,KEGS,14
12544,KEGS,15
12580,LIQUOR,16
126101,WINE,19
12656,BEER,12
12696,WINE,15
126977,WINE,14
12710,BEER,14
12734,BEER,14
12888,KEGS,16
129429,WINE,20
134499,WINE,16
13463,WINE,16
137545,WINE,21
138282,WINE,16
138479,WINE,15
13862,WINE,15
143588,WINE,14
145238,WINE,15
145837,WINE,14
145845,WINE,15
146218,WINE,15
14940,WINE,15
149888,WINE,18
150711,WINE,20
151181,WINE,18
151882,WINE,21
152340,WINE,19
152668,WINE,14
153605,WINE,16
153826,WINE,14
154008,WINE,21
158968,WINE,21
160539,WINE,21
160555,WINE,17
162035,WINE,16
162434,WINE,18
162540,WINE,16
162647,WINE,19
16357,WINE,17
164275,WINE,18
166329,WINE,19
166353,WINE,19
166400,LIQUOR,15
166423,WINE,19
166477,WINE,19
166478,WINE,20
166566,WINE,15
166575,WINE,15
166579,WINE,18
166611,WINE,14
166635,WINE,16
166636,WINE,14
166637,LIQUOR,19
166641,WINE,21
166644,WINE,17
168556,WINE,21
168840,WINE,20
169617,WINE,21
17167,WINE,14
172022,WINE,17
173002,WINE,16
176522,LIQUOR,19
179337,WINE,21
181226,WINE,15
185310,WINE,17
185922,WINE,15
186856,WINE,15
18708,WINE,14
189170,WINE,14
192210,WINE,15
192295,WINE,19
192953,WINE,15
195413,WINE,21
195650,WINE,14
196517,WINE,20
202770,WINE,19
21237,WINE,15
21982,BEER,9
22225,WINE,20
22371,BEER,7
22395,KEGS,18
22414,BEER,12
22440,BEER,9
22493,KEGS,21
22816,BEER,13
22852,BEER,13
23047,BEER,9
23111,BEER,7
232040,WINE,14
232118,WINE,20
232156,WINE,19
232324,WINE,16
232332,WINE,17
232628,WINE,20
232632,WINE,17
232722,WINE,21
232770,LIQUOR,11
232776,WINE,20
232820,WINE,21
232932,LIQUOR,20
232938,WINE,14
232970,WINE,19
233096,WINE,19
233110,WINE,19
233144,WINE,18
233632,WINE,19
233718,WINE,20
233780,WINE,19
233898,WINE,19
233916,WINE,20
233996,WINE,14
234058,WINE,15
234068,WINE,15
234084,WINE,17
234098,WINE,20
234114,WINE,19
234204,WINE,21
234312,WINE,21
234474,WINE,15
234528,WINE,14
234582,WINE,19
234598,WINE,21
234620,WINE,20
234676,WINE,21
234788,WINE,20
234794,WINE,21
234890,WINE,19
234892,WINE,18
234924,WINE,19
234926,WINE,19
234984,WINE,17
235066,WINE,19
235084,LIQUOR,19
235112,WINE,19
235152,WINE,16
235156,WINE,15
235160,WINE,18
235196,WINE,18
235398,WINE,21
235402,LIQUOR,19
235432,WINE,17
235444,WINE,14
235478,WINE,21
235480,WINE,21
235506,WINE,14
235536,WINE,14
235724,WINE,16
235734,WINE,17
236001,WINE,17
236034,WINE,18
236038,WINE,17
236070,WINE,18
236126,WINE,15
236134,WINE,19
236166,WINE,19
236172,WINE,19
236190,WINE,21
236212,WINE,16
236234,WINE,15
236270,WINE,18
236284,WINE,21
236314,WINE,14
236366,WINE,15
236436,LIQUOR,14
236490,WINE,14
236498,WINE,20
236516,WINE,20
236590,WINE,15
236616,LIQUOR,11
236650,WINE,19
236718,WINE,15
236730,WINE,15
236786,WINE,17
236796,WINE,18
236872,WINE,21
236874,WINE,14
236892,WINE,19
236932,WINE,16
236964,WINE,19
236984,WINE,20
237026,WINE,16
237098,WINE,19
237100,WINE,18
237111,LIQUOR,13
237116,WINE,21
237170,WINE,14
237178,WINE,21
237188,WINE,21
237194,WINE,19
239460,WINE,18
237208,WINE,20
237210,LIQUOR,15
237218,WINE,19
237262,WINE,15
237276,WINE,17
237284,WINE,14
237300,WINE,15
237310,WINE,20
237328,WINE,17
237330,WINE,16
237332,WINE,17
237334,WINE,18
237336,WINE,15
237344,WINE,16
237346,WINE,19
237348,WINE,14
40527,WINE,14
237352,LIQUOR,11
237354,WINE,17
237356,WINE,20
237357,LIQUOR,10
237358,WINE,19
237360,WINE,21
237362,WINE,17
237366,WINE,18
237368,WINE,18
237370,WINE,16
237372,WINE,21
237374,WINE,16
237376,WINE,19
237382,WINE,21
237384,WINE,15
237390,WINE,21
237392,WINE,19
237398,WINE,20
237400,WINE,17
237402,WINE,21
237404,WINE,14
237406,WINE,19
237408,WINE,17
237410,WINE,17
237412,WINE,17
237414,WINE,17
237416,WINE,14
237418,WINE,21
237420,WINE,18
237422,WINE,19
237424,WINE,17
237426,WINE,18
237428,WINE,16
237436,WINE,15
237438,WINE,19
237446,WINE,20
237448,WINE,20
237450,WINE,18
237452,WINE,19
237454,WINE,18
237456,WINE,19
237458,WINE,19
23746,KEGS,17
237460,WINE,19
237462,WINE,17
237464,WINE,15
237466,WINE,14
237468,WINE,15
237470,WINE,16
237472,WINE,14
237474,WINE,15
237484,WINE,21
237486,WINE,20
237488,WINE,15
237490,WINE,15
237492,WINE,20
237494,WINE,19
237502,WINE,16
237504,WINE,17
237508,WINE,16
237510,WINE,15
237512,WINE,21
237514,WINE,14
237516,WINE,15
237518,WINE,15
237530,WINE,16
237532,WINE,16
237534,WINE,17
237538,WINE,16
237566,WINE,19
237572,WINE,18
237574,WINE,21
237576,WINE,19
237578,LIQUOR,15
237735,LIQUOR,10
23812,BEER,14
239730,WINE,14
239732,WINE,20
239734,WINE,19
239744,WINE,18
239750,WINE,16
239752,WINE,19
239774,BEER,11
239776,BEER,7
240509,WINE,18
240513,LIQUOR,14
240514,LIQUOR,10
240520,WINE,14
240521,WINE,19
240525,WINE,16
240529,WINE,15
24175,BEER,7
24205,BEER,8
24325,WINE,19
24637,BEER,12
24816,BEER,13
24852,BEER,13
24994,KEGS,15
25001,KEGS,20
25040,BEER,8
25098,KEGS,20
25498,BEER,10
25518,LIQUOR,11
25543,KEGS,14
25597,BEER,13
25601,KEGS,21
25780,WINE,20
25962,BEER,12
26116,BEER,14
26188,BEER,9
26218,BEER,9
26480,KEGS,16
26482,BEER,11
26577,KEGS,15
26967,BEER,13
27012,KEGS,21
27251,LIQUOR,18
27752,BEER,8
27759,BEER,8
27768,BEER,14
27854,BEER,9
28143,BEER,8
28359,KEGS,16
28371,KEGS,14
28378,KEGS,18
28425,BEER,9
28472,KEGS,19
28490,BEER,10
28517,BEER,9
28549,BEER,8
28619,BEER,7
28697,KEGS,20
28704,BEER,10
28714,BEER,12
28789,KEGS,17
28807,BEER,8
29020,KEGS,14
29265,BEER,8
29381,BEER,10
29484,KEGS,18
29577,KEGS,17
29578,KEGS,15
296894,WINE,15
296912,WINE,19
296922,WINE,16
296931,WINE,19
296942,WINE,18
296952,WINE,21
29785,WINE,19
29805,BEER,8
29840,WINE,15
300313,WINE,14
300377,WINE,21
300597,WINE,16
300621,WINE,21
300658,WINE,17
300660,LIQUOR,18
300662,LIQUOR,13
300724,WINE,15
300862,WINE,21
300870,WINE,17
300873,WINE,16
30096,BEER,12
301429,WINE,19
301547,WINE,16
301616,WINE,16
301688,WINE,18
302112,WINE,17
302314,WINE,16
302680,WINE,21
303101,WINE,15
303405,WINE,17
303454,WINE,15
304042,WINE,18
304378,WINE,18
304395,WINE,15
304441,WINE,18
304631,WINE,19
304860,WINE,19
305169,WINE,21
305610,WINE,18
305647,WINE,15
305741,WINE,18
305974,WINE,21
305989,WINE,19
305991,WINE,20
306317,WINE,21
306505,WINE,18
306555,WINE,18
306675,WINE,16
306736,WINE,14
306958,WINE,20
307012,WINE,19
307147,WINE,16
307226,WINE,21
307259,WINE,17
307401,WINE,17
30789,BEER,12
307945,WINE,18
307963,WINE,18
308187,WINE,15
30824,BEER,9
308346,WINE,21
308781,WINE,20
308852,WINE,17
308879,WINE,17
308910,WINE,19
308980,WINE,14
309269,WINE,21
309340,WINE,19
309360,WINE,17
309420,WINE,19
309458,WINE,17
309471,WINE,15
309493,WINE,18
309503,WINE,20
30970,WINE,14
310002,WINE,19
310069,WINE,21
310144,WINE,14
310161,WINE,19
310172,WINE,16
310175,WINE,20
310189,WINE,18
310202,WINE,16
310253,WINE,20
310355,WINE,15
310385,WINE,15
310503,WINE,20
310525,WINE,18
310651,WINE,19
310698,WINE,14
310701,WINE,20
310724,WINE,20
310800,WINE,16
31081,KEGS,15
310824,WINE,20
310828,WINE,14
310858,WINE,17
310893,WINE,18
310905,WINE,16
310907,WINE,18
310909,WINE,21
310923,WINE,15
310962,WINE,21
311038,WINE,14
311218,WINE,17
311250,WINE,16
311321,WINE,14
311365,WINE,19
311400,WINE,20
311447,WINE,17
311508,WINE,18
311555,WINE,19
311591,WINE,16
311610,WINE,21
311631,WINE,20
31164,KEGS,20
311644,WINE,15
311703,WINE,21
311722,WINE,19
311833,WINE,14
311887,WINE,20
311898,WINE,20
311976,WINE,18
312003,WINE,17
312092,WINE,21
312107,WINE,17
312146,WINE,19
312195,WINE,21
312226,WINE,20
312237,WINE,15
312434,WINE,20
312436,WINE,18
312507,WINE,16
312551,WINE,21
312610,WINE,21
312669,WINE,17
312763,WINE,19
312799,WINE,20
312817,WINE,15
312827,WINE,20
312902,WINE,14
312962,WINE,16
313011,WINE,14
313040,WINE,17
31305,WINE,18
313111,WINE,18
313126,WINE,20
313129,WINE,15
313140,WINE,21
313142,WINE,19
313242,WINE,15
313305,WINE,15
313384,WINE,14
313402,WINE,21
313463,WINE,21
313522,WINE,17
313524,WINE,19
313527,WINE,19
313531,WINE,20
313622,LIQUOR,11
313658,WINE,14
313689,WINE,17
313704,WINE,21
313796,WINE,17
313841,WINE,20
314012,WINE,20
31410,WINE,15
314113,WINE,17
314403,WINE,20
31470,LIQUOR,14
314707,WINE,21
315058,WINE,18
315237,WINE,20
315377,WINE,19
315416,WINE,17
315488,WINE,17
315618,WINE,18
31577,WINE,17
315855,WINE,16
315872,WINE,21
316070,WINE,20
316408,WINE,18
316903,WINE,20
317145,WINE,19
317247,WINE,17
317391,WINE,18
31755,LIQUOR,15
317657,WINE,19
317863,WINE,17
317891,WINE,17
318040,WINE,21
318189,WINE,18
318209,WINE,21
318258,WINE,17
318278,WINE,17
318409,WINE,15
318486,WINE,17
318555,WINE,21
318600,WINE,14
318683,WINE,16
318705,WINE,14
318806,WINE,14
319032,WINE,19
319118,WINE,21
319123,WINE,19
319125,WINE,16
319257,WINE,14
319278,WINE,19
319459,WINE,18
319479,WINE,19
319566,WINE,20
319678,WINE,21
319686,WINE,21
319738,WINE,19
319762,WINE,20
319827,WINE,15
320071,WINE,21
320326,WINE,15
320399,WINE,18
320714,WINE,18
320728,WINE,17
320862,WINE,15
320868,WINE,14
320888,WINE,19
320894,WINE,18
321028,WINE,16
321092,WINE,14
321361,WINE,14
321452,WINE,21
321476,WINE,16
321865,WINE,19
321905,WINE,16
321937,WINE,16
321939,WINE,21
322001,WINE,19
322118,WINE,21
322138,WINE,21
322154,WINE,17
322177,WINE,16
322179,WINE,21
322186,WINE,14
322190,WINE,15
322314,WINE,14
322383,WINE,17
322397,WINE,16
322442,WINE,21
322602,WINE,15
322944,WINE,16
322953,WINE,19
323033,WINE,17
323266,WINE,16
323278,WINE,14
323398,WINE,14
323561,WINE,15
323743,WINE,20
323802,WINE,18
323808,WINE,16
323862,WINE,16
324072,WINE,15
324097,WINE,16
324185,WINE,14
324429,WINE,15
324498,WINE,16
324559,WINE,20
324663,WINE,14
324673,WINE,17
325060,WINE,19
325076,WINE,20
325218,WINE,14
325293,WINE,16
325410,WINE,21
325491,WINE,18
327510,WINE,15
325783,WINE,18
325817,WINE,19
326075,WINE,17
326077,WINE,14
326083,WINE,16
326211,WINE,19
326431,WINE,14
326447,WINE,16
326464,WINE,18
326808,WINE,20
326980,WINE,18
327011,WINE,15
327029,WINE,18
327514,WINE,16
327519,WINE,14
327537,WINE,21
327662,WINE,15
327667,WINE,21
327669,WINE,21
327832,WINE,18
327921,WINE,18
327942,WINE,14
327976,WINE,21
328007,WINE,20
328036,WINE,17
328139,WINE,19
328376,WINE,19
328404,WINE,21
328436,WINE,19
328534,WINE,17
328584,WINE,15
328593,WINE,14
328673,WINE,19
328725,WINE,14
328848,WINE,19
328879,WINE,14
328984,WINE,20
328989,WINE,16
328996,WINE,16
329220,WINE,15
329414,WINE,20
329449,WINE,19
329526,WINE,14
329581,WINE,16
329590,WINE,14
329864,WINE,19
329942,WINE,17
329988,WINE,14
330086,WINE,20
330108,WINE,17
330323,WINE,17
330349,WINE,17
330354,WINE,20
330360,WINE,16
330407,WINE,18
330569,WINE,15
331019,WINE,15
331095,WINE,18
331135,WINE,18
331170,WINE,21
331280,LIQUOR,10
331342,WINE,14
331484,WINE,14
331701,WINE,18
331955,WINE,14
331957,WINE,17
331977,WINE,19
332209,WINE,19
332273,WINE,16
332514,WINE,19
332521,WINE,21
332565,WINE,19
332644,WINE,20
332703,WINE,17
332713,WINE,19
332737,WINE,17
332790,WINE,16
332805,WINE,15
332811,WINE,20
332985,WINE,15
332995,WINE,16
332997,WINE,17
333198,WINE,20
333223,WINE,15
333234,WINE,19
333367,WINE,16
333413,WINE,21
333474,WINE,14
333500,WINE,17
333505,WINE,20
333550,WINE,21
333585,BEER,7
333731,WINE,18
333884,WINE,21
333886,WINE,14
333905,WINE,14
333913,WINE,19
333927,WINE,14
333950,WINE,20
334056,WINE,17
334075,WINE,15
334091,WINE,20
334096,WINE,21
334116,WINE,19
334174,WINE,19
334234,WINE,14
334298,WINE,20
334382,WINE,19
334406,WINE,17
334424,WINE,18
334450,WINE,14
334654,WINE,14
334660,WINE,15
334662,WINE,14
334690,WINE,15
334775,WINE,14
334799,WINE,16
334959,WINE,21
335100,WINE,15
335300,WINE,18
335307,WINE,17
335412,WINE,17
335454,WINE,20
